Código Árvore,Espécie,Espécie - Caesalpinia ferrea var. leiostachya - One-Hot,Espécie - Caesalpinia peltophoroides - One-Hot,Espécie - Holocalyx balansae - One-Hot,Espécie - Jacaranda mimosaefolia - One-Hot,Espécie - Ligustrum lucidum - One-Hot,Espécie - Tibouchina granulosa - One-Hot,Espécie - Tipuana tipu - One-Hot,Diâmetro Altura do Peito (m),Altura da Primeira Ramificação (m),Altura da Árvore (m),Altura da Copa (m),Largura da Copa (m),Excentricidade (m),Ângulo (°),Densidade,Formato da Copa,Presença de Interferência - Tronco,Presença de Interferência - Raiz,Presença de Fendas - Tronco,Presença Broca,Fungo - Tipo de Ataque,Fungo - Corpo de Frutificação,Cupim-Subterrâneo - Tipo de Ataque,Cupim-Madeira-Seca - Tipo de Ataque,Cupim-de-Solo - Tipo de Ataque,Levantamento do Pavimento,Área Permeável Insuficiente,Injúria Mecânica - Raiz,Injúria Mecânica - Colo,Injúria Mecânica - Tronco,Injúria Mecânica - Copa,Raiz Exposta - Raiz,Raiz Cortada - Raiz,Raiz Dobrada/Enovelada - Raiz,Colo Soterrado - Colo,Casca Inclusa - Tronco,Protuberância - Tronco,Epífitas - Copa,Presença de Poda,Erva de Passarinho - Copa,Fios de Ovos - Copa,Figueira Mata Pau - Copa,Dano Aparente - Colo,Presença de Formiga - Colo,Copa Desequilibrada,Porcentagem da Área (%) com Deterioração - Colo,Raio/PS média - Colo,Nível de Deterioração - Colo - 2 Classes,Nível de Deterioração - Colo - 3 Classes,Risco de Queda
076007-16,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.57,1.89,14.536,12.646,12.148,1.2975591609292223,5.101,0.91,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
076007-19,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.312,1.409,10.315,8.905999999999997,7.095,0.8910179099242925,4.937,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.495,1.0759999999999998,0.0,0.0,0.0
076007-21,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.43,2.106,12.599,10.493,6.586,0.7485185220846584,3.4,0.91,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
076007-22,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.468,9.675,14.533,4.857999999999999,9.049,1.9571906746834364,7.67,0.91,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.429,2.017,1.0,1.0,2.0
076007-23,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.532,2.6460000000000004,10.414,7.768000000000002,7.261,1.2694544637667935,6.95,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.356,2.416,1.0,1.0,2.0
076007-31,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.382,2.321,11.115,8.794,7.142,1.0174125236563267,5.23,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
076007-32,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.286,3.253,10.436,7.183,8.322000000000001,1.2381372006795903,6.766,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
076007-50,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.63,2.676,12.482,9.806,11.921,1.0887407810569814,4.985,0.91,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8.859,1.4240000000000002,0.0,0.0,0.0
076007-51,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.503,3.513,12.206,8.693,8.443,1.313710963098324,6.143,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.45,1.863,1.0,1.0,0.0
076171-10,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.277,3.765,9.999,6.234,3.739,0.7599021728518645,4.346,0.91,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
076171-134,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.306,2.947,9.788,6.841,8.182,0.8417089904168387,4.915,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.357,1.181,0.0,0.0,0.0
076171-135,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.618,2.588,11.863,9.275,6.053,1.3463749773210558,6.475,0.91,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,42.841,2.895,1.0,1.0,2.0
076171-136,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.185,2.4330000000000003,7.987999999999999,5.554999999999998,3.442,1.3046496683036222,9.276,0.91,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
076171-138,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.439,1.656,13.845999999999998,12.189999999999998,8.229,1.6578985846699943,6.827999999999999,0.91,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
076171-139,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.385,2.334,14.089,11.755,9.577,0.960985746777544,3.902,0.91,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,19.517,1.791,1.0,1.0,0.0
076171-142,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.423,1.803,14.461,12.657999999999998,8.629,0.918424623067054,3.634,0.91,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25.397,2.016,1.0,1.0,0.0
076171-143,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.216,2.208,10.564,8.356,6.405,1.1879296921697589,6.416,0.91,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.089,1.031,0.0,0.0,0.0
076171-144,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.286,5.432,8.232999999999999,2.8009999999999984,2.942,0.3846581848522284,2.675,0.91,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.962,1.287,0.0,0.0,0.0
076171-145,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.255,5.872000000000001,8.602,2.7299999999999995,3.082,0.5911014615690574,3.931,0.91,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
076171-146,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7190000000000001,2.576,14.715,12.139,11.337,2.7814921071201875,10.704,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
076171-147,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.525,3.919,14.47,10.551000000000002,7.758999999999999,1.7772053116344555,7.002000000000002,0.91,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
076171-149,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.344,2.6860000000000004,9.067,6.381,4.704,0.9512201678386032,5.989,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
076171-150,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4270000000000001,3.657,9.201,5.5440000000000005,4.553999999999999,0.5566323532555987,3.462,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
076171-151,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.388,4.35,12.759,8.408999999999999,6.539,2.037265995652671,9.072,0.91,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
076171-152,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.325,6.738,11.121,4.382999999999999,6.314,1.4277896020630971,7.316,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,33.413000000000004,2.37,1.0,1.0,2.0
076171-153,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.407,3.739,14.8,11.061,9.329,1.808297247682661,6.966,0.91,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
076171-154,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.274,11.002,13.41,2.4079999999999995,1.765,0.2502270454895448,1.069,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
076171-156,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.675,2.524,14.883,12.358999999999998,7.947,2.331680124397188,8.904,0.91,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
076171-158,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.716,2.742,11.796,9.053999999999998,7.174,1.6584495272997053,8.003,0.91,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
076171-159,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.29,2.446,10.48,8.033999999999999,7.585,0.5941800296376692,3.245,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
076171-160,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.353,2.915,10.869000000000002,7.9540000000000015,8.907,0.3070159511509917,1.618,0.91,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
076171-162,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.618,2.588,11.863,9.275,6.023,1.3463749773210558,6.475,0.91,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
076171-166,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.229,2.947,9.196,6.249,5.078,0.4224129747283696,2.63,0.91,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
076171-168,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.423,1.803,14.887,13.084,8.622,0.9454800749325244,3.634,0.91,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
076171-176,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.675,2.524,14.71,12.186,7.947999999999999,2.304576673377856,8.904,0.91,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
076171-177,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.703,2.9760000000000004,13.624,10.648,13.255999999999998,6.279596788622974,24.746,0.91,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,42.536,2.875,1.0,1.0,0.0
076171-3,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.369,3.83,10.867,7.037000000000001,5.735,1.3890104778826218,7.284,0.91,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,8.968,1.4269999999999998,0.0,0.0,0.0
076171-4,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.344,2.6860000000000004,9.067,6.381,4.6960000000000015,0.9512201678386032,5.989,0.91,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,35.136,2.456,1.0,1.0,2.0
076171-49,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.716,2.742,11.796,9.053999999999998,7.202000000000001,1.6584495272997053,8.003,0.91,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,45.518,3.074,1.0,2.0,2.0
076171-8,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.407,3.739,14.617,10.878,9.335,1.7859378965795585,6.966,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.487,1.306,0.0,0.0,1.0
078417-11,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.36,2.167,8.621,6.4540000000000015,9.021,0.6296074145998299,4.177,0.91,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.7759999999999999,1.097,0.0,0.0,0.0
078417-16,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.341,2.22,8.831,6.610999999999999,11.055,0.6757875149128115,4.376,0.91,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
078417-18,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.353,2.16,7.776,5.6160000000000005,9.364,0.3147632965610572,2.318,0.91,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.412,1.135,0.0,0.0,0.0
078417-19,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.398,2.379,9.742,7.363000000000001,10.653,0.4856672972557571,2.854,0.91,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
078417-6,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.309,2.0380000000000003,5.598,3.56,6.704,0.5128075241157598,5.234,0.91,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.643,1.087,0.0,0.0,0.0
078417-7,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.42,1.969,7.4860000000000015,5.517000000000001,9.19,0.2679578152445238,2.05,0.91,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
078417-9,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.357,2.075,7.144,5.069,11.097,0.2155233133971313,1.7280000000000002,0.91,1.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.331,1.061,0.0,0.0,0.0
081736-14,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.15,1.019,5.53,4.511,4.211,0.4209474537854149,4.353,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
081736-15,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.181,3.141,7.8439999999999985,4.702999999999999,2.602,1.1120368746686888,8.068999999999999,0.91,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
081736-16,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.344,3.1,10.316,7.215999999999998,5.8610000000000015,0.5131999140073867,2.8480000000000003,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
081736-20,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.36,3.693,10.542,6.849,6.4179999999999975,1.212293385858808,6.56,0.91,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.796,1.317,0.0,0.0,2.0
081736-32,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.223,2.25,6.31,4.06,5.5429999999999975,0.6016933951612633,5.447,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
081736-33,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.28,3.198,8.591000000000001,5.393000000000002,5.617999999999999,0.9134120503060698,6.069,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
081736-34,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.299,2.12,9.625,7.505,5.9170000000000025,6.600496605536917,34.441,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
081736-6,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.261,2.468,8.469,6.001,5.14,1.376078043788162,9.229,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,17.02,1.702,1.0,1.0,2.0
084549-16,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.385,1.567,10.219,8.652000000000001,6.7,1.6364527445329031,9.098,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.439,1.304,0.0,0.0,0.0
084549-17,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.385,4.445,10.720999999999998,6.275999999999998,6.776,2.6961120497336664,14.116,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
