Código Árvore,Espécie,Espécie - Caesalpinia ferrea var. leiostachya - One-Hot,Espécie - Caesalpinia peltophoroides - One-Hot,Espécie - Holocalyx balansae - One-Hot,Espécie - Jacaranda mimosaefolia - One-Hot,Espécie - Ligustrum lucidum - One-Hot,Espécie - Tibouchina granulosa - One-Hot,Espécie - Tipuana tipu - One-Hot,Diâmetro Altura do Peito (m),Altura da Primeira Ramificação (m),Altura da Árvore (m),Altura da Copa (m),Largura da Copa (m),Excentricidade (m),Ângulo (°),Densidade,Formato da Copa,Presença de Interferência - Tronco,Presença de Interferência - Raiz,Presença de Fendas - Tronco,Presença Broca,Fungo - Tipo de Ataque,Fungo - Corpo de Frutificação,Cupim-Subterrâneo - Tipo de Ataque,Cupim-Madeira-Seca - Tipo de Ataque,Cupim-de-Solo - Tipo de Ataque,Levantamento do Pavimento,Área Permeável Insuficiente,Injúria Mecânica - Raiz,Injúria Mecânica - Colo,Injúria Mecânica - Tronco,Injúria Mecânica - Copa,Raiz Exposta - Raiz,Raiz Cortada - Raiz,Raiz Dobrada/Enovelada - Raiz,Colo Soterrado - Colo,Casca Inclusa - Tronco,Protuberância - Tronco,Epífitas - Copa,Presença de Poda,Erva de Passarinho - Copa,Fios de Ovos - Copa,Figueira Mata Pau - Copa,Dano Aparente - Colo,Presença de Formiga - Colo,Copa Desequilibrada,Porcentagem da Área (%) com Deterioração - Colo,Raio/PS média - Colo,Nível de Deterioração - Colo - 2 Classes,Nível de Deterioração - Colo - 3 Classes,Risco de Queda
084549-21,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5539999999999999,4.174,11.78,7.606,7.939,0.4966117674487672,2.414,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.46,1.826,1.0,1.0,0.0
084549-23,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.277,2.544,8.309,5.764999999999999,6.994,0.5872885367387928,4.043,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
084549-26,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.357,2.518,9.408,6.889999999999999,6.995,1.3671129637460102,8.267999999999999,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
084549-28,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.455,2.387,8.537,6.15,7.4689999999999985,1.392480133278457,9.264,0.91,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.34,1.224,0.0,0.0,0.0
084549-3,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.369,2.387,9.041,6.654,9.437,1.0883178373242146,6.864,0.91,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
084549-30,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.379,1.76,13.602,11.842,6.2970000000000015,3.8861840553439824,15.945,0.91,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
084549-31,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.204,1.928,6.974,5.046,4.9460000000000015,0.1637424858810966,1.345,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
084549-32,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.159,3.768,7.417999999999997,3.649999999999997,5.013,0.4834709536482779,3.729,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
084549-36,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.302,2.577,9.598,7.020999999999999,7.147,0.5350991591800941,3.1910000000000003,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
084549-37,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.271,2.008,8.44,6.432,5.652,0.5984723224342159,4.056,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
084549-38,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.207,3.721,7.112,3.391,5.715,1.174068441229268,9.374,0.91,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
084549-40,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.226,5.082,8.107999999999999,3.025999999999999,5.895,1.246926531783806,8.743,0.91,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
084549-42,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.366,2.3480000000000003,12.185,9.837,7.548999999999999,0.8383819370313192,3.936,0.91,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.799,1.098,0.0,0.0,0.0
084549-44,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.347,1.79,11.403,9.613,5.379,1.730038444277506,8.627,0.91,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.029,1.017,0.0,0.0,0.0
084549-45,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.621,2.834,13.511,10.677,7.935,4.654848237648881,19.01,0.91,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,40.3,2.738,1.0,1.0,2.0
084549-52,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3720000000000001,1.978,11.614,9.636,6.307,1.0581830992668904,5.206,0.91,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.61,1.085,0.0,0.0,0.0
086991-13,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.468,2.903,12.698,9.795,11.647,0.1187928083311042,0.536,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
086991-14,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.35,1.389,10.184,8.795,7.726,1.2013908574960213,6.728,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
086991-15,Jacaranda mimosaefolia,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.379,2.334,10.504,8.170000000000002,9.217,2.0876603133633043,11.241,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.131,1.329,0.0,0.0,0.0
086991-16,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.57,3.155,7.672999999999999,4.517999999999999,5.504,0.9864732116596604,7.326,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,51.976000000000006,3.583,1.0,2.0,0.0
086991-28,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.242,2.185,8.686,6.501,7.644,0.7599265313861759,5.0,0.91,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
086991-47,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.487,0.131,6.0710000000000015,5.940000000000001,6.175,0.2319509212420311,2.188,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,19.251,1.7819999999999998,1.0,1.0,0.0
086991-48,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.283,1.5119999999999998,9.196,7.684,7.667000000000002,0.9162618593384466,5.69,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,4.381,1.265,0.0,0.0,0.0
088200-16,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3720000000000001,2.904,11.521,8.616999999999999,6.922999999999999,0.5810079724338189,2.887,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
088200-19,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.312,1.483,8.187999999999999,6.704999999999997,7.305,1.3904830049609005,9.638,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
088200-9,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.481,1.982,8.846,6.864,8.465,1.2748856712698966,8.201,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4.985,1.287,0.0,0.0,0.0
090557-16,Jacaranda mimosaefolia,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.388,3.978,9.573,5.5950000000000015,7.956,2.8957292823649885,16.83,0.52,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,40.895,2.774,1.0,1.0,2.0
090557-25,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.442,2.967,12.335,9.368,7.886,1.7195229225936883,7.936,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
091413-1,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3720000000000001,4.363,11.575,7.211999999999999,4.898,1.7952146313502972,8.816,0.91,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.377,1.182,0.0,0.0,0.0
091413-2,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.312,3.111,8.435,5.324,7.385,0.5944189226586047,4.0310000000000015,0.91,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
091413-22,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.487,3.179,12.866,9.687,8.346,0.841929089461741,3.744,0.91,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.905,1.321,0.0,0.0,0.0
091413-28,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.302,3.747,8.071,4.324,6.876,0.7389217561771528,5.231,0.91,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.816,1.626,1.0,1.0,0.0
091413-3,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.468,3.986,13.095,9.109,7.47,1.3881259244070188,6.051,0.91,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
091413-31,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.474,3.199,9.852,6.6530000000000005,9.369,0.2533379271866223,1.473,0.91,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0819999999999999,1.03,0.0,0.0,0.0
091413-32,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.229,3.287,11.128,7.841,6.654,0.4150467281623266,2.136,0.91,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.013,1.165,0.0,0.0,2.0
091413-35,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.589,3.253,11.198,7.945,10.021,1.548671897396012,7.874,0.91,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.111,1.214,0.0,0.0,0.0
091413-4,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.251,2.525,7.536,5.011000000000001,7.1610000000000005,3.588677105351348,25.464,0.91,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
094706-2,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.42,4.133,7.978,3.845,4.957,0.494804142952193,3.549,0.91,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
094706-28,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.493,2.59,13.371,10.781,6.854,2.074480650895032,8.818999999999997,0.91,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.66,1.3119999999999998,0.0,0.0,0.0
094749-10,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.204,4.32,9.979,5.658999999999999,4.813,0.3287708863791884,1.887,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
094749-9,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.296,2.359,8.517000000000001,6.158000000000001,3.646,0.1742417420997528,1.172,0.91,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
095389-24,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.172,1.6130000000000002,9.242,7.629,5.221,0.5498853403597566,3.405,0.91,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
095389-25,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.172,2.255,8.244,5.989,4.226,0.6685101448364877,4.636,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
095389-27,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.21,2.127,8.771,6.644000000000001,5.185,0.8977313639450047,5.843999999999999,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
095605-23,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.315,1.78,10.058,8.277999999999999,5.989,1.5662292965453688,8.851,0.91,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.848,1.491,0.0,0.0,0.0
095605-24,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.264,2.0380000000000003,10.141,8.103,5.629,0.5554300885083785,3.135,0.91,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
095605-26,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.131,1.84,4.99,3.1500000000000004,2.7710000000000004,0.8915502900365924,10.13,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
095605-27,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.248,3.197,6.272,3.075,4.096,0.8265040280373492,7.5070000000000014,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.981,1.164,0.0,0.0,0.0
095605-28,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.166,2.789,7.02,4.231,5.632999999999999,0.786922913280716,6.396,0.91,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9.316,1.439,0.0,0.0,0.0
096113-1,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.474,2.281,10.441,8.159999999999998,7.252000000000002,0.523620151509358,2.8710000000000004,0.91,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.39,1.067,0.0,0.0,0.0
096113-18,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.477,2.5380000000000003,11.88,9.342,6.881,1.1489365162313392,5.524,0.91,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
096113-19,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.42,2.354,13.836,11.482,6.117000000000001,0.6340967552578068,2.624,0.91,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
096113-2,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.337,3.409,10.974,7.565,5.436,1.2148367246679947,6.317,0.91,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
096113-22,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.143,1.814,7.19,5.376,4.985,0.4861308619746992,3.868,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
096113-3,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.369,3.232,11.507,8.275,5.4860000000000015,0.7116604656317509,3.539,0.91,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0580000000000003,1.212,0.0,0.0,0.0
096113-5,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.197,1.53,6.496,4.966,2.458,0.3355525421944901,2.957,0.91,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
096113-7,Caesalpinia peltophoroides,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.264,2.549,9.455,6.9060000000000015,5.729,0.2023464831057136,1.226,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,25.801,2.032,1.0,1.0,2.0
